Geo_GEOID,Geo_NAME,SE_T001_001,SE_T002_001,SE_T002_002,SE_T003_001,SE_T003_002,SE_T003_003,SE_T150_002,SE_T150_008,SE_T027_008,SE_T030_002,SE_T037_003,SE_T049_003,SE_T049_004,SE_T049_005,SE_T049_006,SE_T049_007,SE_T049_009,SE_T049_011,SE_T049_012,SE_T053_003,SE_T053_004,SE_T053_006,SE_T056_002,SE_T056_017,SE_T080_002,SE_T108_002,SE_T114_002,SE_T128_003,SE_T128_004,SE_T128_005,SE_T128_006,SE_T129_009,SE_T145_002,SE_T131_002,B07003013,B07003016,B10063002
05000US36097,"Schuyler County, New York",18336,18336,55.8457,342.328,328.3332,13.9948,1326,145,61,29,645,574,1150,136,866,255,237,2366,768,1231,1011,5,531,81,209,3046,649,67,33,27,271,142,1542,1535,91,51,200
05000US36099,"Seneca County, New York",35036,35036,108.2329,390.4391,323.7095,66.72962,3619,222,106,145,861,1093,2388,252,2029,732,516,4307,1109,2718,1543,21,847,303,513,5484,1045,71,13,90,519,328,3122,2602,439,64,394
05000US36101,"Steuben County, New York",98151,98151,70.58313,1404.084,1390.573,13.51077,7098,660,132,275,3543,3021,7733,694,4869,1695,1458,11012,3797,7177,3542,123,2620,978,1118,14544,4856,282,70,125,1841,749,7784,8640,1210,201,1023
05000US36103,"Suffolk County, New York",1498130,1498130,1643.128,2373.136,911.7551,1461.381,102414,14727,5922,2283,47643,56986,54709,24671,86813,39387,51595,197726,53476,131334,76285,799,17471,62198,10497,269388,30701,48783,314,1576,10906,51665,112562,70625,8516,5878,24672
05000US36105,"Sullivan County, New York",75818,75818,78.3133,996.722,968.137,28.58508,7331,525,244,158,3682,2540,1893,1425,3846,1588,1524,9683,2978,6554,3495,83,2009,1001,688,9933,4024,801,29,17,1078,2486,6967,5126,624,347,824
05000US36107,"Tioga County, New York",49649,49649,95.73483,522.8798,518.6096,4.270257,3412,227,84,31,1653,1406,3251,682,3277,890,840,6181,1793,3334,1627,48,920,779,560,8224,1593,216,74,33,333,347,3055,4120,949,52,681
05000US36109,"Tompkins County, New York",104268,104268,219.6739,491.5579,474.649,16.90887,3279,5229,1888,88,2812,1586,2593,306,4614,1143,1587,22584,4970,6891,4910,94,4085,2238,1059,12633,2413,3172,135,679,6829,434,5449,4469,6740,2625,731
05000US36111,"Ulster County, New York",180505,180505,160.5579,1160.76,1124.236,36.52409,12793,1936,907,325,7993,6239,5434,2241,10650,3990,4751,25492,8337,15763,10281,357,3869,3535,2424,29112,4735,2197,20,396,3294,3841,14722,9699,1716,615,1648
05000US36113,"Warren County, New York",64911,64911,74.84735,931.6018,867.2451,64.35664,4190,467,148,144,2064,2252,2670,750,4657,1092,1804,8497,3992,5568,3499,18,1392,964,678,11330,1928,421,62,190,1006,671,4384,4909,545,148,556
05000US36115,"Washington County, New York",62465,62465,75.15333,845.8883,831.1675,14.72088,5140,230,84,168,2533,2446,4171,501,3900,1099,1097,6755,2220,4739,3074,95,1323,484,617,10104,2274,340,41,97,888,534,4820,4831,1066,62,840
05000US36117,"Wayne County, New York",91874,91874,152.153,1383.056,603.8264,779.2294,6402,306,145,219,3269,3020,7624,1098,5291,1674,1807,10827,2656,6679,3258,66,1797,761,1051,17294,3377,289,80,67,1052,519,6338,6527,853,212,949
05000US36119,"Westchester County, New York",969229,969229,2251.319,499.9948,430.516,69.47873,81981,14652,6609,1857,35720,29599,18508,11602,44852,18783,48121,128842,40725,64506,55830,730,17716,62642,6889,138957,26666,105795,176,900,23204,25751,85069,32186,12368,7104,13163
05000US36121,"Wyoming County, New York",41239,41239,69.57217,596.2874,592.7513,3.536088,3515,81,21,56,1421,1413,2663,361,1842,906,837,3828,1764,3603,1740,36,784,205,497,7055,1350,67,9,92,750,253,2204,2913,543,51,357
05000US36123,"Yates County, New York",25106,25106,74.24675,375.7896,338.1428,37.6468,2436,161,66,425,876,981,1325,257,1345,468,416,2993,880,1373,1855,131,542,320,201,3837,1224,58,5,297,914,201,5232,1719,663,147,268
05000US37001,"Alamance County, North Carolina",156372,156372,369.3065,434.2412,423.4206,10.82061,16048,973,404,690,5397,4872,11507,1869,9551,1957,3613,18830,6861,9341,5853,177,4790,1313,1456,25011,9842,174,123,66,1040,1294,22024,9934,3349,629,2330
05000US37003,"Alexander County, North Carolina",37211,37211,143.1275,263.6322,259.985,3.647114,5095,24,0,88,1435,1012,4925,375,1623,906,447,3099,830,1706,1241,34,1035,105,354,5360,2247,0,73,0,57,310,4123,2325,280,3,651
05000US37005,"Alleghany County, North Carolina",10868,10868,46.36459,235.8374,234.403,1.434385,1521,38,8,48,315,532,515,45,603,200,222,1021,299,772,712,15,474,66,106,1806,634,6,0,0,109,179,1698,857,186,7,218
05000US37007,"Anson County, North Carolina",25883,25883,48.70148,537.1061,531.4623,5.643786,3566,117,34,89,1703,701,2366,301,977,738,239,2133,662,2053,716,20,1030,88,188,2654,1581,73,0,0,67,419,3961,1822,221,31,729
05000US37009,"Ashe County, North Carolina",26992,26992,63.50151,428.1855,425.0608,3.124773,3377,101,54,107,967,1345,1364,148,1435,503,540,2580,1180,1662,1677,30,1214,137,293,3924,1328,18,0,0,187,368,4315,1755,249,39,413
05000US37011,"Avery County, North Carolina",17633,17633,71.29117,247.5097,247.3378,0.1719255,2763,92,9,19,562,782,458,108,706,182,392,1719,867,893,862,30,565,275,75,2057,527,34,0,8,212,114,2832,1195,459,17,203
05000US37013,"Beaufort County, North Carolina",47513,47513,57.10576,962.848,832.0177,130.8303,5200,248,75,139,2097,1457,2945,486,1895,713,842,4395,1934,3027,2312,24,1883,353,397,6683,2181,24,0,48,280,524,5924,3302,441,118,773
05000US37015,"Bertie County, North Carolina",20324,20324,29.06849,741.2956,699.1765,42.11917,3767,28,0,33,1171,332,1656,156,598,247,192,1812,352,1449,475,19,871,29,186,2791,1376,69,0,4,161,228,2593,1075,209,68,453
05000US37017,"Bladen County, North Carolina",34454,34454,39.38264,887.6098,874.8525,12.75728,5227,148,90,159,1254,834,2530,187,1345,691,375,3111,598,2553,985,14,2373,180,284,4370,3162,49,0,20,301,325,4865,1799,367,118,718
05000US37019,"Brunswick County, North Carolina",119167,119167,140.2591,1050.015,849.6207,200.3942,11018,875,287,221,5000,5000,3048,563,7088,2655,2937,8584,5709,6336,5786,84,3540,1474,746,23210,5575,168,65,17,575,805,16700,13387,5116,305,1412
05000US37021,"Buncombe County, North Carolina",250112,250112,381.0424,659.8437,656.3889,3.45475,18187,2964,1001,465,7656,7640,11527,2245,15737,3354,6582,30898,15871,14789,16248,285,5947,3290,2046,38452,9763,856,298,432,2934,1551,32245,18390,9112,667,2565
05000US37023,"Burke County, North Carolina",89082,89082,175.9659,514.2379,506.2457,7.992173,12888,333,52,431,4459,2098,8062,882,3766,1126,951,9876,3284,6639,3316,72,2917,427,932,13051,5201,72,12,12,494,503,12004,6109,1057,227,1539
05000US37025,"Cabarrus County, North Carolina",192296,192296,532.3243,363.9438,361.2385,2.705299,13997,1207,489,581,7948,6719,9270,3225,11723,4830,8769,19461,9185,11889,7637,139,2973,2956,943,36062,8393,441,168,16,627,1739,20037,12238,4888,462,2682
05000US37027,"Caldwell County, North Carolina",81623,81623,172.97,474.6087,471.8912,2.717542,13017,189,60,210,3992,2261,8186,1358,4391,1470,1297,6898,2710,4541,3007,16,3019,484,828,12580,3806,38,45,0,271,490,11722,5181,1166,252,1501
05000US37029,"Camden County, North Carolina",10228,10228,42.55836,310.2569,240.3288,69.92809,1180,126,58,31,536,262,411,59,518,179,204,1158,232,1364,325,0,252,94,99,1975,454,10,0,0,2,249,1037,1271,174,15,144
05000US37031,"Carteret County, North Carolina",68537,68537,135.0143,1330.412,507.6276,822.7842,5114,636,225,207,3031,2441,1811,450,4026,1308,1722,6187,3884,6770,4700,46,1851,910,893,12152,2480,194,155,143,448,697,9150,8074,2061,470,836
05000US37033,"Caswell County, North Carolina",23094,23094,54.29208,428.7034,425.3659,3.337422,4204,63,32,6,1059,566,1652,104,1304,348,245,2443,754,1556,790,38,827,108,356,3558,1499,23,36,30,114,192,2861,1466,390,0,489
05000US37035,"Catawba County, North Carolina",155461,155461,387.324,416.0234,401.372,14.65147,17720,587,220,299,6049,3468,18063,2797,8247,2922,3026,14195,6585,7825,6182,55,4183,1516,1837,25679,8267,58,54,61,681,1342,19577,10431,3108,146,2415
05000US37037,"Chatham County, North Carolina",68778,68778,100.9252,708.9899,681.475,27.51485,6639,1936,893,112,2497,2549,4141,531,2743,936,1386,7618,2515,5259,3908,49,1684,2084,742,12264,2858,285,32,38,371,414,8690,5384,1469,87,711
05000US37039,"Cherokee County, North Carolina",27226,27226,59.78881,466.6659,455.3695,11.2964,3268,116,41,60,790,694,1198,157,1572,227,381,1944,1034,1162,1441,22,1266,50,99,4009,1346,41,6,4,278,305,4962,2548,1161,19,485
05000US37041,"Chowan County, North Carolina",14556,14556,84.30581,233.6482,172.6572,60.99108,1667,57,17,37,855,292,469,50,827,365,144,1485,464,1179,497,19,686,102,142,2210,1100,0,27,89,200,172,2089,1534,491,0,338
05000US37043,"Clay County, North Carolina",10730,10730,49.91082,220.7818,214.9834,5.798388,970,134,27,109,473,417,210,91,513,160,276,830,679,503,554,16,330,61,69,1910,464,0,0,11,92,78,1877,1109,631,0,253
05000US37045,"Cleveland County, North Carolina",97113,97113,209.2514,468.0361,464.0971,3.938943,10893,535,140,210,5596,2093,7716,931,5277,1791,1203,10743,3090,5842,3070,74,4094,461,1165,13582,6371,115,17,6,844,549,13867,6427,1479,96,1689
05000US37047,"Columbus County, North Carolina",57015,57015,60.81546,954.3622,937.5082,16.85393,7589,98,57,242,1904,1558,2569,413,2498,1038,803,5759,1238,3767,1513,50,2788,353,396,6876,4164,42,9,10,197,616,8593,3610,1116,126,1281
05000US37049,"Craven County, North Carolina",104190,104190,147.4325,773.2824,706.6964,66.58606,8573,604,249,212,4453,2242,4656,613,4875,2008,1693,9503,4242,8702,3393,62,2861,1011,1207,16501,5701,268,58,213,966,982,13131,12324,6587,1320,1194
05000US37051,"Cumberland County, North Carolina",325841,325841,499.3612,658.4622,652.5156,5.946537,19520,1522,739,606,15560,6391,9253,1876,16467,4556,4965,33223,13484,31368,8784,198,10194,2284,2170,44039,21222,1117,227,197,5759,2085,36359,42848,20041,4099,5524
05000US37053,"Currituck County, North Carolina",24864,24864,94.92329,526.4271,261.9378,264.4893,2251,84,19,32,787,1589,869,272,1666,422,1033,1636,1226,2114,1104,12,442,196,99,5428,771,30,15,30,200,447,3451,2923,977,97,303
05000US37055,"Dare County, North Carolina",35187,35187,91.82058,1541.734,383.2148,1158.519,1943,353,149,37,1161,1706,845,380,2602,662,1993,2157,3531,2468,3461,47,585,515,219,6882,573,0,20,204,288,365,6252,3034,1561,87,410
05000US37057,"Davidson County, North Carolina",164058,164058,296.5794,567.6335,553.1671,14.46639,20120,429,194,379,7911,4934,15413,2072,7917,3969,3266,14911,5784,8346,6274,147,4466,1192,1284,27641,8648,276,86,61,725,1482,20032,10762,2355,170,2608
05000US37059,"Davie County, North Carolina",41568,41568,157.6364,266.5522,263.6953,2.856809,4278,242,104,125,1292,1552,3263,589,2320,1040,988,4084,1678,2519,1895,71,769,828,319,7247,2085,73,0,30,205,386,5367,3238,610,108,394
05000US37061,"Duplin County, North Carolina",59121,59121,72.56448,820.2176,814.7375,5.480056,11029,104,72,202,2883,2039,5108,588,2421,1142,632,4694,1887,3350,2531,23,2611,222,419,7415,5898,2,22,0,360,834,12275,3574,705,224,1104
05000US37063,"Durham County, North Carolina",294618,294618,1028.74,297.8636,286.3873,11.47634,25033,9130,4145,587,10119,8427,10750,2464,12729,4107,7695,52745,13974,24959,11068,227,8955,6442,1486,47608,16171,6257,232,1097,3709,2643,40222,15264,11190,3878,3961
05000US37065,"Edgecombe County, North Carolina",54669,54669,108.1629,506.8672,505.4321,1.435174,8372,86,61,192,3087,1503,4069,403,2437,1391,841,4943,1753,2988,1367,48,2599,190,521,6715,5082,186,0,0,269,292,7842,3400,366,78,1230
05000US37067,"Forsyth County, North Carolina",364691,364691,894.3605,412.3317,407.7674,4.564366,29357,4040,1604,1304,15067,8820,19086,4348,18222,7193,11718,45649,14720,18577,13873,191,12051,6258,2107,60855,25790,1910,250,252,2672,2520,46975,23759,9800,1078,4837
05000US37069,"Franklin County, North Carolina",62989,62989,128.091,494.5721,491.752,2.820103,7256,115,83,216,2438,2429,3870,673,3838,1054,1240,5722,1755,4358,2797,61,1858,380,731,10711,2907,55,83,0,405,718,8588,3764,822,201,835
05000US37071,"Gaston County, North Carolina",211753,211753,594.8564,364.1021,355.9733,8.128787,24323,767,283,510,10077,5739,16823,3129,11376,6228,5267,18566,8307,10395,7037,144,6311,1731,1813,33588,12254,310,257,66,618,1291,29176,13917,4024,273,3859
05000US37073,"Gates County, North Carolina",11615,11615,34.10036,345.7444,340.6123,5.132073,1209,36,19,8,540,348,964,129,600,229,235,1244,213,1162,285,0,333,52,146,2183,542,0,0,0,38,244,1211,849,211,37,217
05000US37075,"Graham County, North Carolina",8651,8651,29.62968,301.6411,291.9708,9.670309,1260,0,0,0,310,445,284,27,257,58,72,726,459,671,317,30,395,45,56,934,425,1,0,0,81,118,1615,582,291,35,165
05000US37077,"Granville County, North Carolina",58341,58341,109.6655,537.5905,531.9906,5.599891,7454,222,81,350,1820,1575,3887,797,2498,1330,1172,5892,1596,4842,1611,66,1641,429,464,9888,2838,10,25,31,166,352,6495,3605,1174,153,997
05000US37079,"Greene County, North Carolina",21241,21241,79.63212,267.2091,266.7391,0.4700365,3703,107,38,82,976,851,1181,192,723,337,263,2066,407,1354,948,10,713,140,282,2738,1556,17,1,11,276,103,3106,1285,398,68,357
05000US37081,"Guilford County, North Carolina",511815,511815,792.5668,657.6359,645.7689,11.86698,39376,5296,2099,1170,19809,12881,31892,8533,30490,12454,17569,56345,22876,29059,20605,296,15538,8398,3937,83861,29237,3094,345,417,3366,3617,65006,28499,11678,2505,6732
05000US37083,"Halifax County, North Carolina",52849,52849,73.02282,730.2708,723.7327,6.53807,8531,151,111,61,2572,972,3833,484,1963,1124,423,5172,1652,3390,1662,19,3079,253,437,6790,4273,33,0,42,350,664,6529,3132,579,48,1434
05000US37085,"Harnett County, North Carolina",126620,126620,212.802,601.3457,595.0133,6.332402,11413,357,163,314,5261,4499,4925,1395,5451,1897,1888,11143,3912,10194,3979,89,3419,774,546,18723,8001,87,142,47,568,1048,15845,11990,5529,535,1586
05000US37087,"Haywood County, North Carolina",59577,59577,107.6233,554.5018,553.5696,0.9322507,5768,415,118,118,1599,2015,3219,382,3120,670,1295,6517,2982,3729,3002,98,2191,601,429,10122,3054,151,33,23,421,377,7712,5664,1928,33,912
05000US37089,"Henderson County, North Carolina",110905,110905,297.2808,375.2101,373.0648,2.145349,9243,1072,351,352,2371,4161,6723,1257,6309,1481,2568,11268,4350,5530,6144,46,3182,1184,862,19592,4024,106,154,59,753,509,15058,10166,4237,268,1441
05000US37091,"Hertford County, North Carolina",24285,24285,68.76443,360.3981,353.1622,7.235881,3311,119,43,45,1195,263,1457,126,1087,258,259,2818,785,1972,554,3,1359,71,291,2893,1716,58,2,3,304,251,2904,1422,1121,34,344
05000US37093,"Hoke County, North Carolina",51853,51853,132.919,391.6471,390.1097,1.537394,4999,199,72,359,2338,1036,2486,181,2407,679,512,4680,1307,3945,1287,12,1844,167,292,7661,4331,159,32,11,142,172,7047,5177,2299,602,842
05000US37095,"Hyde County, North Carolina",5629,5629,9.192719,1459.04,612.3324,846.7073,789,0,0,0,369,116,250,100,321,96,55,311,226,464,517,0,162,25,12,572,292,13,0,25,137,155,897,164,40,0,56
05000US37097,"Iredell County, North Carolina",167493,167493,291.7007,598.0756,574.1946,23.88098,13778,804,367,486,7333,4704,14363,2267,11245,3637,4034,14881,7773,8299,7181,165,3892,2855,1265,30540,7579,396,136,67,727,1840,20086,10175,4384,671,2139
05000US37099,"Jackson County, North Carolina",41227,41227,83.98567,494.6571,490.8813,3.775725,3474,772,371,50,959,1363,476,190,2005,501,737,5348,3763,4558,1880,24,1878,199,279,5189,2341,72,32,17,818,222,5773,3287,1070,106,442
05000US37101,"Johnston County, North Carolina",182155,182155,230.2132,795.6964,791.2447,4.451744,17953,555,323,325,6811,8737,9130,2772,10893,3794,4305,17433,6804,15040,7082,60,4268,972,956,32264,10208,130,121,82,464,1502,26285,12764,3309,348,2506
05000US37103,"Jones County, North Carolina",10074,10074,21.37172,473.6967,471.3706,2.326101,1381,71,45,37,511,279,563,66,329,168,125,1112,181,818,472,32,454,41,104,1578,838,3,27,0,153,45,1619,1013,98,7,145
05000US37105,"Lee County, North Carolina",59540,59540,233.443,259.203,255.0515,4.151495,7525,227,98,102,2677,1699,5855,1005,3110,934,1179,5186,1677,4283,1720,83,1633,381,362,8725,3855,81,15,0,282,292,9419,4227,922,418,698
05000US37107,"Lenoir County, North Carolina",58343,58343,146.1913,401.3649,399.0868,2.278119,7942,204,114,137,3473,1808,4041,552,3158,889,584,6013,1901,4845,2049,58,2149,308,556,7569,4586,122,12,39,550,294,9304,3908,708,179,1175
05000US37109,"Lincoln County, North Carolina",79783,79783,269.6634,304.8871,295.8615,9.025613,8995,395,195,280,3599,2479,7195,1392,4605,2727,1952,6105,2626,4050,3118,53,1908,1179,1041,15545,3839,72,24,10,234,772,9894,5643,1890,118,1531
05000US37111,"McDowell County, North Carolina",45013,45013,102.3129,445.3507,439.9541,5.396618,5646,134,21,147,1917,998,4543,392,1965,612,439,3861,1646,2864,1125,0,1786,143,366,5840,2782,0,50,3,104,334,6275,3139,388,165,673
05000US37113,"Macon County, North Carolina",33991,33991,65.9271,519.6647,515.5847,4.080017,3105,164,42,144,847,1563,802,183,1879,565,737,3072,2065,1835,2168,32,1215,420,205,5711,2009,63,9,0,243,235,6022,3248,1613,28,465
05000US37115,"Madison County, North Carolina",21130,21130,46.99575,451.4841,449.6151,1.869029,2618,175,54,92,720,1031,861,153,1034,439,199,2533,729,1404,1447,9,750,150,169,2765,850,10,2,13,204,250,2489,1577,381,12,395
05000US37117,"Martin County, North Carolina",23510,23510,51.50902,456.7132,456.4249,0.2882677,2737,155,131,50,1384,482,1608,129,1370,272,398,2508,609,1579,714,20,830,172,157,3002,1413,16,11,0,129,191,3472,1358,218,19,428
05000US37119,"Mecklenburg County, North Carolina",1011774,1011774,1932.344,545.3443,523.5994,21.74485,69510,7772,3301,1489,44283,31522,40450,17433,58136,27680,67148,98224,55486,45980,44677,586,23771,30001,6172,173335,47429,16786,562,1156,10135,8777,140357,48088,43611,7361,11318
05000US37121,"Mitchell County, North Carolina",15263,15263,68.98493,221.8804,221.2512,0.6291566,2070,40,19,56,425,544,1014,98,707,224,171,1417,520,1252,686,5,705,55,209,2245,734,1,3,0,107,182,2062,790,154,16,138
05000US37123,"Montgomery County, North Carolina",27475,27475,55.89751,501.5287,491.5245,10.00412,4552,69,13,47,1030,855,2706,171,871,415,342,2355,781,1885,1052,43,1043,162,296,3485,2049,34,37,24,127,205,4587,1806,142,35,442
05000US37125,"Moore County, North Carolina",93070,93070,133.4008,705.6783,697.6719,8.006346,6997,1107,324,111,2927,2051,3103,543,3694,1537,1599,10814,4008,6114,5475,68,2387,1687,357,16721,4858,53,136,28,681,562,9856,9067,2603,461,906
05000US37127,"Nash County, North Carolina",94385,94385,174.6439,542.8278,540.4426,2.385272,10249,468,201,192,4354,2827,6806,1482,5192,2153,1899,9159,3667,6013,3562,38,3316,1065,684,15378,5243,134,149,25,647,471,12197,6550,1436,242,1934
05000US37129,"New Hanover County, North Carolina",216430,216430,1127.903,328.5697,191.8871,136.6826,11320,2498,1133,573,8872,7141,6984,2493,13521,3997,6580,25020,15032,13170,13832,134,7377,4257,1894,36640,9216,1088,272,940,2106,1803,26431,16102,6442,1134,2115
05000US37131,"Northampton County, North Carolina",20628,20628,38.43569,550.603,536.6887,13.91426,3277,79,65,27,1042,461,1062,81,885,390,112,1800,430,1672,469,8,1158,58,149,2790,1991,18,0,26,142,206,3059,1441,375,12,607
05000US37133,"Onslow County, North Carolina",185755,185755,243.7543,905.1935,762.0582,143.1353,9007,458,235,371,8257,5637,2224,829,9103,1985,2438,13193,8337,16075,5553,56,4257,851,1235,23039,8655,273,370,421,5373,1680,18213,23574,19682,3496,2011
05000US37135,"Orange County, North Carolina",139807,139807,351.6867,400.9582,397.5327,3.425404,6521,7581,3018,148,4444,3122,4198,1162,6359,1294,3594,28849,7221,17733,7280,107,3906,6143,827,21732,3112,5196,223,1206,4715,590,11661,5900,6724,2234,990
05000US37137,"Pamlico County, North Carolina",12892,12892,38.31091,561.6271,336.5099,225.1171,1310,125,60,19,487,349,439,119,523,285,352,1031,471,957,579,45,349,92,106,2014,592,14,31,17,74,147,1941,1564,163,37,151
05000US37139,"Pasquotank County, North Carolina",39909,39909,175.9036,289.3301,226.88,62.45016,3884,188,134,25,1528,1369,1224,342,2238,770,663,4301,1639,3938,1179,12,1388,230,350,5489,2196,183,31,50,457,632,5469,3878,1486,83,559
05000US37141,"Pender County, North Carolina",56358,56358,64.68298,934.1938,871.2956,62.8982,5716,357,136,241,2605,2692,2171,518,3490,1367,1094,4411,2183,3227,2993,63,1881,568,365,9964,3096,74,111,54,250,478,8365,4930,1090,202,684
05000US37143,"Perquimans County, North Carolina",13470,13470,54.50267,328.9317,247.1439,81.78783,1512,40,11,15,637,492,386,66,588,256,282,1332,410,1337,718,27,375,148,195,2637,778,0,0,26,94,334,1983,1426,515,3,363
05000US37145,"Person County, North Carolina",39196,39196,99.90456,404.3881,392.3345,12.05362,4213,101,30,99,2495,1396,2510,194,1899,1028,646,4321,1134,2278,1357,7,1481,164,511,6781,2254,34,39,2,189,513,4624,2678,331,84,649
05000US37147,"Pitt County, North Carolina",175150,175150,268.4844,655.5505,652.3657,3.184866,11648,1737,587,205,10571,4091,8855,1696,9448,2717,3729,26000,9176,15563,5886,116,8227,1887,821,23484,10684,1048,106,197,1634,1186,23797,9679,4668,302,2479
05000US37149,"Polk County, North Carolina",20324,20324,85.4748,238.536,237.7777,0.7583182,1893,174,74,0,723,845,1045,278,1315,336,346,1967,692,1012,1339,17,635,238,92,3279,964,57,10,14,154,155,2552,1769,531,65,187
05000US37151,"Randolph County, North Carolina",142588,142588,182.2653,789.9639,782.3102,7.653615,19518,527,226,485,4823,4205,15876,2026,7527,3411,2628,12721,4516,7824,5837,86,3493,627,1608,23524,8547,259,124,40,749,1135,21525,9522,1082,128,2610
05000US37153,"Richmond County, North Carolina",45710,45710,96.43936,479.989,473.9766,6.012448,6055,99,66,94,2257,1495,3026,351,2163,945,472,4209,1222,2963,1356,4,2575,201,450,5587,4214,4,0,0,394,451,6621,3116,417,9,859
05000US37155,"Robeson County, North Carolina",134576,134576,141.9562,949.9817,948.0106,1.971154,20111,298,112,566,5819,4163,8373,771,5489,2121,1644,12845,3719,8214,3688,132,7266,505,907,12355,14892,63,20,37,537,1080,23740,7119,1272,261,3384
05000US37157,"Rockingham County, North Carolina",91898,91898,162.4702,572.7605,565.6298,7.130719,12348,303,108,289,4030,2704,7367,1015,5093,2363,1758,7835,2251,4918,3532,100,3610,363,789,14803,5374,90,0,20,436,732,11077,6351,1063,201,1792
05000US37159,"Rowan County, North Carolina",138694,138694,271.1631,523.9244,511.4781,12.44623,15300,407,158,509,6910,4676,9155,2069,7260,2838,2689,13890,5575,7526,5487,99,4508,893,1146,21123,8588,197,239,26,1008,1017,19255,9766,2305,82,2086
05000US37161,"Rutherford County, North Carolina",66701,66701,117.9735,567.1974,565.3897,1.807719,9009,291,127,260,2878,1771,5263,433,3300,1271,888,6011,2129,3293,2315,37,2260,330,733,9991,3816,47,46,0,407,531,9235,4421,1047,30,1460
05000US37163,"Sampson County, North Carolina",63713,63713,67.3711,947.6033,945.7022,1.9011,10327,152,77,209,2801,2329,4118,587,3230,1184,640,5802,1879,3881,2814,78,2355,355,412,8099,5520,73,0,5,470,840,11196,3581,594,160,1393
05000US37165,"Scotland County, North Carolina",35711,35711,111.9794,320.3824,318.9067,1.475678,5072,172,59,102,1756,636,2201,258,1487,387,349,3221,840,1853,830,0,2186,63,373,4122,3829,31,1,43,147,210,4557,2499,710,172,976
05000US37167,"Stanly County, North Carolina",60610,60610,153.3943,404.8718,395.1255,9.746282,6380,187,106,278,3066,2455,4252,442,3170,1043,1161,6837,1826,4392,2533,52,1783,252,485,10035,3293,68,30,26,390,417,7306,3880,465,101,1202
05000US37169,"Stokes County, North Carolina",46453,46453,103.4571,455.8011,449.0074,6.793643,5992,166,69,115,1633,1469,3786,443,2239,1253,1045,5099,1355,2833,2107,30,1418,126,316,8686,1979,0,50,0,162,315,5813,3313,222,45,627
05000US37171,"Surry County, North Carolina",72767,72767,136.3278,537.7336,533.7648,3.968734,11401,221,61,329,1937,2903,4377,674,4261,1367,1257,6611,2661,4036,2856,88,2792,578,442,11258,3792,173,6,17,173,585,10861,4542,634,107,884
05000US37173,"Swain County, North Carolina",14234,14234,26.9586,540.5106,527.9948,12.51575,1924,53,9,55,420,393,362,171,381,145,110,1383,1407,1442,411,0,570,101,116,1549,1353,0,20,11,90,70,3082,859,202,31,185
05000US37175,"Transylvania County, North Carolina",33062,33062,87.35506,380.4611,378.4783,1.982733,2928,451,151,104,962,1519,1166,192,1484,397,596,3296,1612,1836,2321,0,940,317,349,4957,1482,53,0,62,246,374,5633,3556,914,76,373
05000US37177,"Tyrrell County, North Carolina",4128,4128,10.56354,597.1763,390.7782,206.398,842,9,0,0,206,166,75,70,161,13,51,298,97,313,152,0,180,17,28,528,311,0,0,0,25,59,602,301,23,0,68
05000US37179,"Union County, North Carolina",217614,217614,344.4895,639.5507,631.7,7.850702,14873,1162,343,373,7538,8135,12186,3523,13054,4227,9977,20890,8543,11266,10679,128,2852,5888,1326,43887,7627,474,157,97,1162,2249,24057,11873,7021,652,3530
05000US37181,"Vance County, North Carolina",44508,44508,176.3411,268.6859,252.3972,16.28863,7027,93,72,91,2167,925,3052,444,2759,501,596,4641,1279,3423,960,11,1977,261,503,5380,3866,37,27,0,407,232,6457,2308,503,98,922
05000US37183,"Wake County, North Carolina",998576,998576,1196.171,857.2435,834.8107,22.43284,50508,16312,6965,1604,31051,28783,45835,14459,54432,18043,38336,108851,47489,75655,46791,469,15113,30678,4468,185155,35394,6768,739,1695,6473,7655,103431,52877,31993,8004,9888
05000US37185,"Warren County, North Carolina",20324,20324,47.36587,444.3005,429.0854,15.21517,3004,114,60,138,772,475,1188,102,865,341,186,1945,462,1614,857,24,847,121,234,2647,1301,9,0,0,89,192,3130,1624,241,25,391
05000US37187,"Washington County, North Carolina",12503,12503,36.08268,421.9087,346.5098,75.39889,1792,15,2,54,846,277,987,102,431,186,158,818,473,669,462,0,856,74,83,1553,1155,0,0,0,49,120,1886,837,207,21,247
05000US37189,"Watauga County, North Carolina",52745,52745,168.828,313.3192,312.4186,0.9005509,3531,1284,551,18,2315,1758,997,261,3365,512,1273,7475,4109,5325,3151,131,3449,647,242,6865,1634,590,38,21,1411,413,5472,2576,1289,222,378
05000US37191,"Wayne County, North Carolina",124447,124447,224.6703,557.722,553.9094,3.812645,13903,564,223,480,6687,3106,7420,1943,6142,1977,1973,12175,4150,9563,4088,153,4156,817,592,16207,10148,249,52,83,720,917,17521,12312,3213,1004,1838
05000US37193,"Wilkes County, North Carolina",68888,68888,91.298,757.1897,754.5401,2.649601,11306,198,40,97,2997,2213,4986,638,4569,1047,1201,6204,1678,4128,2824,36,2746,391,461,10222,4216,42,16,0,245,424,9172,4724,404,89,953
05000US37195,"Wilson County, North Carolina",81617,81617,222.0427,373.1081,367.5735,5.534594,10881,292,186,425,3198,2127,6569,1126,4021,1331,2162,8433,2712,4637,2746,72,3008,572,500,11737,7505,63,120,45,548,588,12146,5779,885,207,1687
