Geo_GEOID,Geo_NAME,SE_T002_001,SE_T002_002,SE_T002_003,SE_T012_001,SE_T012_002,SE_T012_003,SE_T057_001,SE_T098_001,SE_T104_001,ACS16_5yr_B25077001,ACS16_5yr_B25077001s
05000US45027,"Clarendon County, South Carolina",34056,56.1111,606.9387318,43.1,40.2,45.7,34106,1987,584,87200,2303.636364
05000US45029,"Colleton County, South Carolina",37884,35.85831,1056.491394,42.2,41.4,43.3,33918,1984,710,85800,3663.030303
05000US45031,"Darlington County, South Carolina",67689,120.6256,561.1496084,41.2,39.7,42.3,34773,1980,615,84700,2278.181818
05000US45033,"Dillon County, South Carolina",31273,77.24832,404.837261,37.5,35.6,39,30955,1980,524,65800,2454.545455
05000US45035,"Dorchester County, South Carolina",148517,259.0778,573.2526328,36,35.2,37.1,56345,1993,967,169700,1872.727273
05000US45037,"Edgefield County, South Carolina",26388,52.734,500.3982536,42.3,40.4,45,48114,1983,601,119300,3563.636364
05000US45039,"Fairfield County, South Carolina",23025,33.55059,686.2770577,44.8,44.2,45.4,33798,1980,698,96300,5114.545455
05000US45041,"Florence County, South Carolina",138575,173.2268,799.963033,38.5,36.8,39.8,42523,1982,701,126100,1997.575758
05000US45043,"Georgetown County, South Carolina",60804,74.7356,813.5881278,47.9,45.6,49.5,45299,1990,830,165400,6344.848485
05000US45045,"Greenville County, South Carolina",482191,614.129,785.1624579,37.9,36.8,38.8,51595,1985,798,160900,893.3333333
05000US45047,"Greenwood County, South Carolina",69881,153.6756,454.7306072,39.1,38.1,40,37631,1978,659,109700,3101.818182
05000US45049,"Hampton County, South Carolina",20296,36.24965,559.8951532,40.1,38.2,42.7,31734,1980,611,75500,2646.666667
05000US45051,"Horry County, South Carolina",300418,264.9368,1133.923252,43.8,42.4,45.1,44746,1993,859,162100,1083.636364
05000US45053,"Jasper County, South Carolina",27186,41.48521,655.3178161,37.9,36,39.8,38991,1993,816,112100,6421.818182
05000US45055,"Kershaw County, South Carolina",63090,86.83404,726.5583995,41.8,39.8,43.1,46328,1986,727,120600,2353.939394
05000US45057,"Lancaster County, South Carolina",83704,152.4222,549.1587204,41.5,39.9,42.9,46852,1988,692,157700,2974.545455
05000US45059,"Laurens County, South Carolina",66442,93.07926,713.8217474,40.8,39.6,42.1,39848,1982,688,86500,1724.242424
05000US45061,"Lee County, South Carolina",18189,44.34348,410.1842758,40.8,36.7,44.7,31169,1980,659,68100,2589.69697
05000US45063,"Lexington County, South Carolina",277702,397.2514,699.0585346,38.8,37.5,39.8,55412,1989,855,143900,1129.090909
05000US45065,"McCormick County, South Carolina",9806,27.30489,359.1297566,52.4,49.2,58,41029,1988,491,120800,8536.363636
05000US45067,"Marion County, South Carolina",31975,65.3546,489.2539981,40.2,38.6,42.6,30562,1979,509,73400,1991.515152
05000US45069,"Marlboro County, South Carolina",27702,57.75038,479.6851383,39.4,36.9,43.3,32601,1977,559,63300,2036.363636
05000US45071,"Newberry County, South Carolina",37750,59.91648,630.0436295,41.3,39.9,42.8,39841,1981,691,100600,4944.242424
05000US45073,"Oconee County, South Carolina",75375,120.3493,626.3017126,44.9,43.3,46.1,41818,1986,698,151100,3688.484848
05000US45075,"Orangeburg County, South Carolina",89731,81.12687,1106.05777,39.1,36.7,41,34763,1981,650,91200,2125.454545
05000US45077,"Pickens County, South Carolina",120722,243.2203,496.3482951,35.8,33.8,38.3,43531,1985,722,124900,2212.121212
05000US45079,"Richland County, South Carolina",401743,530.5951,757.1554833,32.9,31.2,34.7,50899,1984,892,151500,1524.242424
05000US45081,"Saluda County, South Carolina",20113,44.42129,452.7783758,41.2,38.8,43.9,41458,1980,653,93300,4827.878788
05000US45083,"Spartanburg County, South Carolina",294229,364.1644,807.9564477,38.2,36.9,39.3,45219,1983,721,124900,1167.878788
05000US45085,"Sumter County, South Carolina",107682,161.9094,665.0755139,35.8,33.5,38.2,40777,1985,744,108900,2414.545455
05000US45087,"Union County, South Carolina",27928,54.31657,514.1709197,43.7,42.5,45,34953,1974,591,74500,2132.727273
05000US45089,"Williamsburg County, South Carolina",32816,35.12886,934.1605845,41.5,39,44.4,28494,1981,613,68100,2156.363636
05000US45091,"York County, South Carolina",245606,360.816,680.6958858,38.2,37.5,38.9,56482,1993,860,166700,1563.636364
05000US46003,"Aurora County, South Dakota",2732,3.856439,708.4255587,41.4,38.4,44.6,52620,1943,595,69000,5136.363636
05000US46005,"Beadle County, South Dakota",18155,14.42354,1258.706039,38.3,36,40.4,48423,1963,573,106400,3424.242424
05000US46007,"Bennett County, South Dakota",3445,2.907886,1184.709341,29.4,28.3,30.3,45820,1972,490,60900,5826.060606
05000US46009,"Bon Homme County, South Dakota",7001,12.4197,563.7010704,43.7,40.4,49.7,48023,1952,456,75900,2889.090909
05000US46011,"Brookings County, South Dakota",33435,42.20486,792.2072349,26.3,26.3,26.4,52086,1977,668,160500,3232.727273
05000US46013,"Brown County, South Dakota",38430,22.43393,1713.030454,37.7,37,38.4,53073,1970,624,149000,3376.363636
05000US46015,"Brule County, South Dakota",5312,6.499924,817.2402961,40,36.8,43,50696,1966,556,106900,8966.060606
05000US46017,"Buffalo County, South Dakota",2052,4.353089,471.3894149,25.1,24.5,25.7,31293,1979,443,60000,12812.72727
05000US46019,"Butte County, South Dakota",10268,4.56352,2250.017356,40.6,40.3,41.1,43750,1973,617,119000,6349.69697
05000US46021,"Campbell County, South Dakota",1553,2.116736,733.6768139,49.8,51.3,48.6,45800,1957,543,63800,5786.060606
05000US46023,"Charles Mix County, South Dakota",9277,8.452939,1097.488056,36.3,35.3,38.3,43376,1966,480,90800,5110.909091
05000US46025,"Clark County, South Dakota",3639,3.800111,957.6036708,42.4,40.3,46.4,48563,1944,536,77000,3668.484848
05000US46027,"Clay County, South Dakota",14029,34.03542,412.1882511,24.9,25.2,24.5,38399,1972,693,137500,9494.545455
05000US46029,"Codington County, South Dakota",27886,40.52729,688.0796421,38.1,36,39.7,50133,1976,652,159300,4441.212121
05000US46031,"Corson County, South Dakota",4170,1.688468,2469.694247,29.7,29.6,30,32115,1974,414,56000,2350.909091
05000US46033,"Custer County, South Dakota",8447,5.425172,1557.001191,53.2,52.1,53.8,52891,1986,817,202000,13787.87879
05000US46035,"Davison County, South Dakota",19824,45.51997,435.5011622,38.1,35.6,41.7,48310,1969,651,137900,3929.090909
05000US46037,"Day County, South Dakota",5588,5.436496,1027.86799,48.5,46.4,50.5,40647,1961,496,83600,2893.939394
05000US46039,"Deuel County, South Dakota",4309,6.920017,622.6863136,44.5,42.6,46.1,54781,1964,434,117700,7592.727273
05000US46041,"Dewey County, South Dakota",5652,2.45473,2302.493646,28.5,27,29.6,40585,1976,520,63200,3267.272727
05000US46043,"Douglas County, South Dakota",2961,6.857328,431.8008578,48.4,46.7,50,51290,1949,578,75100,3129.69697
05000US46045,"Edmunds County, South Dakota",4000,3.552526,1125.959342,44.5,44,45.4,62467,1968,538,112300,15355.15152
05000US46047,"Fall River County, South Dakota",6874,3.951007,1739.809562,52.6,51.7,53.3,45750,1972,608,115900,9343.636364
05000US46049,"Faulk County, South Dakota",2354,2.397897,981.69358,50,49.7,50.2,43529,1957,553,84300,4100.606061
05000US46051,"Grant County, South Dakota",7195,10.55836,681.4507434,44,42.6,46.4,54180,1964,564,116200,5358.181818
05000US46053,"Gregory County, South Dakota",4217,4.154886,1014.949617,46.3,43.7,49.5,40045,1959,523,63400,2730.30303
05000US46055,"Haakon County, South Dakota",2073,1.144961,1810.541405,46.5,42.9,51.5,39554,1969,637,74800,4518.787879
05000US46057,"Hamlin County, South Dakota",5995,11.81899,507.2344737,36.3,36.5,36.1,60169,1958,606,114800,4074.545455
05000US46059,"Hand County, South Dakota",3311,2.304673,1436.646533,48.2,47,49.8,52266,1962,496,96000,7530.909091
05000US46061,"Hanson County, South Dakota",3390,7.801809,434.5146186,35.5,35.5,35.7,60089,1954,640,114100,4497.575758
05000US46063,"Harding County, South Dakota",1277,0.4779961,2671.570061,42.9,40.4,43.3,51458,1972,560,88100,7460.606061
05000US46065,"Hughes County, South Dakota",17518,23.62363,741.5455392,38.5,37.7,40.4,58934,1974,584,170700,3901.212121
05000US46067,"Hutchinson County, South Dakota",7264,8.935866,812.9038436,44.6,42.6,46.9,47356,1953,523,74400,2827.878788
05000US46069,"Hyde County, South Dakota",1440,1.673375,860.5362249,48.3,47.6,49.6,55000,1960,613,80800,6006.060606
05000US46071,"Jackson County, South Dakota",3268,1.7533,1863.9136,30,30.9,29.2,41510,1974,448,54700,3580
05000US46073,"Jerauld County, South Dakota",2029,3.856072,526.1831576,47.2,42.6,49.8,51442,1952,486,80500,8195.151515
05000US46075,"Jones County, South Dakota",767,0.7909845,969.6776356,53.1,53.8,52.2,39276,1967,372,58100,5338.787879
05000US46077,"Kingsbury County, South Dakota",5070,6.092015,832.2369246,46.5,45.6,47.4,54568,1955,457,93800,5311.515152
05000US46079,"Lake County, South Dakota",12331,21.89153,563.2772353,42.2,40.9,45,57239,1968,523,147100,10409.09091
05000US46081,"Lawrence County, South Dakota",24859,31.07239,800.0351384,41.4,40.4,42.4,48220,1981,636,190000,7926.666667
05000US46083,"Lincoln County, South Dakota",51396,89.02929,577.2931519,34.2,33.9,34.5,77455,2001,868,198500,3084.848485
05000US46085,"Lyman County, South Dakota",3855,2.34753,1642.151831,35.4,34,36.1,45921,1975,517,73500,4550.30303
05000US46087,"McCook County, South Dakota",5616,9.780492,574.2042357,42.4,41.1,43.4,58485,1960,591,115200,6213.333333
05000US46089,"McPherson County, South Dakota",2252,1.981272,1136.643388,52.3,50.6,54.1,41338,1951,548,55500,2839.393939
05000US46091,"Marshall County, South Dakota",4743,5.65933,838.0850197,41.8,38,45,55398,1963,505,88700,7018.181818
05000US46093,"Meade County, South Dakota",26840,7.732765,3470.944736,36.2,34.3,38.4,53069,1985,795,166200,5215.757576
05000US46095,"Mellette County, South Dakota",2083,1.593371,1307.291308,33,36.6,32.1,29471,1971,395,44400,4647.878788
05000US46097,"Miner County, South Dakota",2299,4.031705,570.2301879,41.1,40.2,45.3,48542,1939,488,73900,9416.969697
05000US46099,"Minnehaha County, South Dakota",182014,225.4987,807.1621521,34.8,34.1,35.6,55293,1980,732,160100,949.0909091
05000US46101,"Moody County, South Dakota",6445,12.40891,519.3847446,40,37.7,42.2,54383,1961,542,121300,7447.272727
05000US46102,"Oglala Lakota County, South Dakota",14263,6.812103,2093.773407,24.6,24.1,25.2,26330,1981,464,19800,2415.757576
05000US46103,"Pennington County, South Dakota",107298,38.64385,2776.586888,37.5,36.3,38.9,51084,1978,779,166900,1568.484848
05000US46105,"Perkins County, South Dakota",3019,1.051741,2870.478041,47.6,45.9,48,45855,1963,521,68600,5247.878788
05000US46107,"Potter County, South Dakota",2306,2.677816,861.1495405,53.5,52.6,54.3,47991,1967,626,81400,3273.333333
05000US46109,"Roberts County, South Dakota",10294,9.349269,1101.048647,38.6,38.4,38.8,50108,1966,559,92500,4398.787879
05000US46111,"Sanborn County, South Dakota",2349,4.125822,569.3410533,47.7,45.4,49.8,51167,1952,521,75600,2861.818182
05000US46115,"Spink County, South Dakota",6539,4.349089,1503.533416,44.2,43.7,44.8,49859,1957,561,74400,3328.484848
05000US46117,"Stanley County, South Dakota",2964,2.052018,1444.431638,41.1,38.3,43.8,60046,1986,681,142100,14931.51515
05000US46119,"Sully County, South Dakota",1456,1.446136,1006.821035,42.8,44.2,42.5,59800,1974,533,122600,17992.72727
05000US46121,"Todd County, South Dakota",10019,7.215557,1388.527601,24.3,23.1,25.3,30800,1979,438,46800,5415.151515
05000US46123,"Tripp County, South Dakota",5475,3.395448,1612.452926,46.5,45.1,47,41210,1969,544,78800,4296.969697
05000US46125,"Turner County, South Dakota",8289,13.43309,617.0585377,43.9,43,45,54707,1952,655,107000,4441.212121
05000US46127,"Union County, South Dakota",14842,32.21384,460.7336868,41.6,40.6,42.7,63890,1982,783,156500,4400
05000US46129,"Walworth County, South Dakota",5538,7.81506,708.6318423,44.6,44.4,44.8,46526,1963,589,80000,3977.575758
05000US46135,"Yankton County, South Dakota",22649,43.45839,521.1651884,41.3,39.8,43.9,48723,1971,596,130500,4305.454545
05000US46137,"Ziebach County, South Dakota",2818,1.43685,1961.235169,28.3,30.1,26.2,36552,1986,493,57500,3739.393939
05000US47001,"Anderson County, Tennessee",75545,224.0493,337.1802742,43.3,41.4,44.9,44241,1972,703,132300,3070.30303
05000US47003,"Bedford County, Tennessee",46331,97.81919,473.6391613,36.9,36.1,37.9,43819,1983,683,121700,2936.969697
05000US47005,"Benton County, Tennessee",16173,41.01635,394.3062223,46.6,45.4,47.6,33611,1982,551,88200,2641.818182
05000US47007,"Bledsoe County, Tennessee",14073,34.62632,406.4249626,43,42.6,43.9,38535,1991,562,119400,6955.757576
05000US47009,"Blount County, Tennessee",126192,225.8234,558.8083837,43,41.3,44.4,49532,1985,739,168000,1742.424242
05000US47011,"Bradley County, Tennessee",102860,312.8709,328.7618136,39.3,38.1,40.4,43721,1982,735,145000,2253.939394
05000US47013,"Campbell County, Tennessee",40008,83.32175,480.1627436,43.5,41.8,44.7,33628,1983,557,89000,2963.636364
05000US47015,"Cannon County, Tennessee",13855,52.15796,265.6353806,42.1,41.4,43.5,43654,1982,611,135400,8836.363636
05000US47017,"Carroll County, Tennessee",28417,47.54729,597.6576015,42.9,40.9,44.4,36212,1974,584,85300,1661.212121
05000US47019,"Carter County, Tennessee",56707,166.2017,341.1939329,44,42.6,45.4,33177,1976,591,111500,2356.363636
05000US47021,"Cheatham County, Tennessee",39575,130.8537,302.437009,40.2,39.9,40.6,53179,1988,912,163700,3069.090909
05000US47023,"Chester County, Tennessee",17355,60.73795,285.7356992,37.1,35.6,37.9,42376,1987,672,107300,5233.939394
05000US47025,"Claiborne County, Tennessee",31701,72.94473,434.5893433,42.3,40.4,44,33428,1983,540,98500,3273.939394
05000US47027,"Clay County, Tennessee",7769,32.84484,236.5363484,47.4,45.9,49.2,28147,1986,507,89400,5438.787879
05000US47029,"Cocke County, Tennessee",35256,81.13797,434.5191159,44.5,43.3,45.5,31081,1983,562,100100,3536.363636
05000US47031,"Coffee County, Tennessee",53808,125.4376,428.9623087,40.1,38.7,40.9,45456,1980,680,116500,3189.090909
05000US47033,"Crockett County, Tennessee",14558,54.82525,265.5345863,39.6,39.1,40.4,38043,1978,652,94200,2972.121212
05000US47035,"Cumberland County, Tennessee",57895,85.01141,681.0262658,50.1,48.7,51.1,40123,1991,626,136800,3493.939394
05000US47037,"Davidson County, Tennessee",667885,1325.575,503.8453244,34.2,33.6,34.9,50484,1978,904,177700,1487.272727
05000US47039,"Decatur County, Tennessee",11703,35.05474,333.8493182,45.5,44.3,46.3,38180,1979,545,90700,2647.878788
05000US47041,"DeKalb County, Tennessee",19159,62.94888,304.3580804,40.9,39,43.3,37640,1981,611,128100,4524.848485
05000US47043,"Dickson County, Tennessee",50926,103.9527,489.8957802,40,38.7,41.3,47137,1985,735,143500,2779.393939
05000US47045,"Dyer County, Tennessee",37970,74.11178,512.3342348,40.3,38.7,42.2,42833,1977,620,103400,3327.272727
05000US47047,"Fayette County, Tennessee",39071,55.43704,704.7814461,44.4,42.9,45.6,55972,1993,643,183000,5155.151515
05000US47049,"Fentress County, Tennessee",17936,35.9719,498.6113357,44.3,43,45.3,31714,1984,499,105200,5729.090909
05000US47051,"Franklin County, Tennessee",41348,74.57014,554.4846324,41.9,40.2,42.7,44837,1980,596,110700,3052.727273
05000US47053,"Gibson County, Tennessee",49511,82.14231,602.7465888,40.3,38.7,41.5,38854,1975,629,93000,2456.969697
05000US47055,"Giles County, Tennessee",29034,47.52446,610.9275564,42.9,41.7,43.6,40635,1979,609,113900,3346.060606
05000US47057,"Grainger County, Tennessee",22813,81.30317,280.5917803,44.2,42.9,45.3,37522,1984,577,102300,3805.454545
05000US47059,"Greene County, Tennessee",68502,110.102,622.1688255,44,42.5,45.3,36711,1980,561,113700,2827.878788
05000US47061,"Grundy County, Tennessee",13494,37.43702,360.445321,43,41.4,44.6,28467,1981,547,79900,2443.030303
05000US47063,"Hamblen County, Tennessee",63203,392.1422,161.1736765,40.5,39.3,41.9,39270,1977,665,126200,2489.69697
05000US47065,"Hamilton County, Tennessee",351305,647.628,542.4487712,39.3,37.7,40.8,49434,1976,772,162900,1043.636364
05000US47067,"Hancock County, Tennessee",6609,29.72668,222.3255397,44.3,43.7,45.4,27973,1980,409,83400,3924.848485
05000US47069,"Hardeman County, Tennessee",25975,38.89951,667.7462784,39.9,37.7,42.9,33566,1981,589,84800,1766.666667
05000US47071,"Hardin County, Tennessee",25839,44.75599,577.3306131,45.1,43.8,46.3,37244,1982,604,103900,5496.969697
05000US47073,"Hawkins County, Tennessee",56567,116.1429,487.0465068,43.8,42.5,44.9,37883,1982,607,111000,2336.363636
05000US47075,"Haywood County, Tennessee",18129,34.00629,533.1072978,40.4,37.9,42.2,35094,1977,595,100500,3763.030303
05000US47077,"Henderson County, Tennessee",27952,53.75293,520.008834,40.4,39.8,40.9,41478,1984,603,94000,3126.666667
05000US47079,"Henry County, Tennessee",32291,57.47363,561.8403174,45.1,43.7,46.6,38378,1981,593,95500,2684.848485
05000US47081,"Hickman County, Tennessee",24251,39.59454,612.4834308,40.4,39.4,41.8,37546,1984,663,103600,4788.484848
05000US47083,"Houston County, Tennessee",8234,41.11036,200.2901264,43.5,42.1,44.2,40680,1979,621,93200,3289.090909
05000US47085,"Humphreys County, Tennessee",18216,34.32043,530.7626136,41.7,41.2,42.5,40995,1978,640,103900,4855.151515
05000US47087,"Jackson County, Tennessee",11526,37.34471,308.6380941,46.1,45.4,46.5,32676,1984,473,99500,6569.090909
05000US47089,"Jefferson County, Tennessee",52851,192.2863,274.8558217,42.7,41.5,44.1,43673,1988,644,130900,3678.181818
05000US47091,"Johnson County, Tennessee",17923,60.05529,298.441636,44.8,42.8,48.1,30180,1981,485,114200,6356.969697
05000US47093,"Knox County, Tennessee",448164,881.8405,508.2143454,37.3,35.9,38.7,50366,1981,808,164700,949.0909091
05000US47095,"Lake County, Tennessee",7643,46.10187,165.7850338,40.7,38,44.8,29893,1973,507,76000,3556.969697
05000US47097,"Lauderdale County, Tennessee",27261,57.76038,471.9670979,37.6,35.5,39.4,32353,1977,608,79900,2176.969697
05000US47099,"Lawrence County, Tennessee",42406,68.715,617.1287651,39.9,38.4,41.4,40457,1980,608,98700,2247.272727
05000US47101,"Lewis County, Tennessee",11907,42.21003,282.0893626,43.6,42,45.3,36920,1984,480,89600,4069.69697
05000US47103,"Lincoln County, Tennessee",33582,58.88007,570.3457838,42.9,40.9,44.8,41038,1980,641,114000,3528.484848
05000US47105,"Loudon County, Tennessee",50637,220.8788,229.2524228,47.2,45.9,48,52995,1990,721,185900,5216.363636
05000US47107,"McMinn County, Tennessee",52606,122.305,430.1213318,42.9,42.6,43.3,38661,1980,597,116900,2592.727273
05000US47109,"McNairy County, Tennessee",26057,46.29538,562.8423298,42.9,41.2,44.4,31956,1979,573,85400,2356.969697
05000US47111,"Macon County, Tennessee",22924,74.63609,307.1436501,39.6,37.9,40.7,34098,1988,541,106400,4403.636364
05000US47113,"Madison County, Tennessee",98128,176.1384,557.1072607,37.8,36.6,39.2,44237,1982,798,123400,1979.393939
05000US47115,"Marion County, Tennessee",28363,56.93481,498.1662494,43.2,42,44.5,41477,1982,640,119000,4300.606061
05000US47117,"Marshall County, Tennessee",31335,83.45716,375.4620886,39.6,38.8,40.9,44900,1985,663,114700,4479.393939
05000US47119,"Maury County, Tennessee",85767,139.882,613.1384084,39.1,38.1,40.1,49597,1988,752,146000,2157.575758
05000US47121,"Meigs County, Tennessee",11804,60.48986,195.1401412,43.9,43.5,44.3,35209,1988,606,103900,6935.757576
05000US47123,"Monroe County, Tennessee",45482,71.55202,635.6493636,43.1,41.2,44.9,37054,1985,593,113600,3346.666667
05000US47125,"Montgomery County, Tennessee",189709,351.8562,539.1662232,30.3,29.5,31.2,51528,1993,899,148600,1617.575758
05000US47127,"Moore County, Tennessee",6314,48.86144,129.2225539,46.5,45.5,47,49496,1985,615,161800,6904.848485
05000US47129,"Morgan County, Tennessee",21688,41.53358,522.179902,41.1,39.1,43.8,39728,1985,653,94300,3324.242424
05000US47131,"Obion County, Tennessee",30900,56.71252,544.8532055,42.5,41.8,43.4,38933,1973,580,87200,1585.454545
05000US47133,"Overton County, Tennessee",22090,50.95906,433.485227,42.6,41.5,43.7,35065,1982,518,107200,3603.030303
05000US47135,"Perry County, Tennessee",7891,19.02592,414.7500421,43.3,40.8,44.9,31274,1987,505,81900,5667.272727
05000US47137,"Pickett County, Tennessee",5096,31.26787,162.9788061,49.8,47.9,52.8,39014,1983,445,118300,15912.72727
05000US47139,"Polk County, Tennessee",16697,38.41615,434.6348601,44.6,43.5,45.4,41520,1982,654,109600,4241.818182
05000US47141,"Putnam County, Tennessee",74652,186.1152,401.1063403,36.1,34,38.5,36350,1985,632,150100,2570.30303
05000US47143,"Rhea County, Tennessee",32461,102.9275,315.3772265,40.3,39.2,41,38355,1984,618,108100,4511.515152
05000US47145,"Roane County, Tennessee",52983,146.8774,360.7293439,46.3,45.3,47.7,42299,1979,672,127900,4189.090909
05000US47147,"Robertson County, Tennessee",67905,142.5712,476.2883782,38.5,37.3,39.4,56331,1989,831,158800,2652.121212
05000US47149,"Rutherford County, Tennessee",290289,468.6871,619.3663538,32.9,31.9,34,58032,1994,925,164800,943.6363636
05000US47151,"Scott County, Tennessee",22029,41.38438,532.3023273,38.8,38.1,39.4,30897,1985,524,86700,2779.393939
05000US47153,"Sequatchie County, Tennessee",14710,55.33175,265.85098,42.5,41.5,43.7,46541,1993,655,135000,7885.454545
05000US47155,"Sevier County, Tennessee",94537,159.5567,592.4977444,42.4,40.7,44.1,42586,1993,724,158200,2253.333333
05000US47157,"Shelby County, Tennessee",936990,1227.086,763.5895147,35.1,33.4,36.8,46854,1976,873,132200,1033.939394
05000US47159,"Smith County, Tennessee",19176,61.013,314.2936446,41.2,40.5,42.2,44272,1984,554,118100,3266.666667
05000US47161,"Stewart County, Tennessee",13257,28.86189,459.3254826,43.4,43.1,43.6,41835,1989,607,125200,5729.090909
05000US47163,"Sullivan County, Tennessee",156644,378.9051,413.4122629,44.5,43.4,45.9,40983,1974,613,125200,1472.121212
05000US47165,"Sumner County, Tennessee",172786,326.3979,529.372201,39.5,38.3,40.6,58972,1988,900,184900,1840
05000US47167,"Tipton County, Tennessee",61558,134.2869,458.4064482,37.3,36.3,38.7,54650,1990,766,140400,2752.727273
05000US47169,"Trousdale County, Tennessee",7970,69.70336,114.3416819,39,37.2,42.7,47667,1980,592,129100,6223.030303
05000US47171,"Unicoi County, Tennessee",17945,96.39567,186.1598247,45.6,44.5,47.7,35390,1974,619,112300,6963.030303
05000US47173,"Union County, Tennessee",19081,85.34872,223.5651686,41.5,40.5,42.5,38540,1990,563,112500,6633.939394
05000US47175,"Van Buren County, Tennessee",5641,20.63162,273.4153208,45.8,45.3,47.7,42813,1985,422,95200,3104.848485
05000US47177,"Warren County, Tennessee",40099,92.67728,432.6734857,39.9,38.6,40.7,36245,1976,597,101800,3357.575758
05000US47179,"Washington County, Tennessee",126044,386.0887,326.4638076,39.7,39.2,40.2,44444,1983,706,149200,2282.424242
05000US47181,"Wayne County, Tennessee",16842,22.94232,734.1018352,41.9,39.4,46.2,34008,1981,506,87600,3902.424242
05000US47183,"Weakley County, Tennessee",34024,58.62646,580.3523167,37.5,35.3,39.7,38040,1976,575,98200,3020
05000US47185,"White County, Tennessee",26373,70.01466,376.6782425,43.5,41.6,44.9,35989,1981,637,96400,2364.242424
05000US47187,"Williamson County, Tennessee",205645,352.9789,582.5985047,39,38.1,39.6,100140,1995,1270,368100,2499.393939
05000US47189,"Wilson County, Tennessee",125616,219.9677,571.0656513,40.3,39.4,41.2,63426,1992,903,211700,2627.272727
05000US48001,"Anderson County, Texas",57772,54.36837,1062.603101,38.9,38.3,41.1,42146,1981,731,85800,2009.090909
05000US48003,"Andrews County, Texas",17215,11.47115,1500.721356,31.2,30.4,32.9,70121,1975,960,122000,7480.606061
05000US48005,"Angelina County, Texas",87657,109.8762,797.7798075,36.7,35.9,37.7,44185,1981,765,89300,2000
05000US48007,"Aransas County, Texas",24729,98.09809,252.0844174,50.7,49.7,51.3,44851,1988,827,154500,10251.51515
05000US48009,"Archer County, Texas",8750,9.688694,903.1144608,44.1,42.9,44.9,62407,1977,633,113300,6323.636364
05000US48011,"Armstrong County, Texas",1913,2.104258,909.1091387,45.9,45.1,48.6,65000,1964,733,113100,16987.87879
05000US48013,"Atascosa County, Texas",47710,39.12128,1219.54102,35.4,34.2,36.3,53181,1986,763,93000,4760
05000US48015,"Austin County, Texas",29107,45.02301,646.4916563,40.8,40.7,40.9,56681,1985,852,164300,5435.151515
05000US48017,"Bailey County, Texas",7131,8.623026,826.9718501,34.4,33.7,34.6,40589,1966,695,62700,5349.090909
05000US48019,"Bandera County, Texas",21015,26.56781,790.9947382,51.3,50.6,51.8,55434,1991,842,159200,5926.666667
05000US48021,"Bastrop County, Texas",78286,88.1428,888.1723931,38.5,38.1,39.1,55808,1993,909,142100,3888.484848
05000US48023,"Baylor County, Texas",3639,4.1949,867.4820609,48.6,46.6,49.3,34382,1965,453,72600,10789.09091
05000US48025,"Bee County, Texas",32706,37.1558,880.2394204,35.8,35.7,36.9,44005,1974,867,76400,2931.515152
05000US48027,"Bell County, Texas",330859,314.7963,1051.025719,30.4,29.1,31.6,51529,1989,869,130900,1636.363636
05000US48029,"Bexar County, Texas",1858699,1499.098,1239.877992,33.2,31.9,34.5,52353,1984,902,134400,624.8484848
05000US48031,"Blanco County, Texas",10918,15.39373,709.2498035,48.7,47.3,50.1,56573,1992,748,192000,16349.09091
05000US48033,"Borden County, Texas",698,0.7777655,897.442799,33,29.9,40.3,77569,1972,1188,103800,16939.39394
05000US48035,"Bosque County, Texas",17953,18.26386,982.97922,46.3,45.4,47.3,45419,1977,622,95000,3923.030303
05000US48037,"Bowie County, Texas",93483,105.6298,885.0055892,37.8,36.2,39.5,42683,1981,722,103900,2698.787879
05000US48039,"Brazoria County, Texas",338419,249.2385,1357.812104,35.5,35.1,35.9,72006,1990,951,157100,1250.909091
05000US48041,"Brazos County, Texas",209896,358.4793,585.5178078,25.5,24.8,26,41654,1989,870,164600,2063.030303
05000US48043,"Brewster County, Texas",9188,1.485827,6183.762223,42.5,42.6,42.5,38440,1978,643,117500,9309.090909
05000US48045,"Briscoe County, Texas",1672,1.857776,900.0007351,43.2,41.1,44.5,40385,1957,612,63800,9021.818182
05000US48047,"Brooks County, Texas",7217,7.650358,943.3545854,31.5,27,35.8,24913,1972,546,57000,3834.545455
05000US48049,"Brown County, Texas",37935,40.16677,944.4375001,40.9,39.4,42.1,43235,1976,659,91000,2893.333333
05000US48051,"Burleson County, Texas",17417,26.42816,659.0318596,43,40,44.6,52513,1985,750,98500,3571.515152
05000US48053,"Burnet County, Texas",44584,44.84117,994.2649186,43.9,42.4,45.2,54259,1989,835,163800,3958.787879
05000US48055,"Caldwell County, Texas",39848,73.08498,545.2283115,35.6,34,37.4,49533,1986,772,119400,3089.69697
05000US48057,"Calhoun County, Texas",21805,43.02155,506.8390556,38.1,36.8,39.7,54167,1978,735,111500,5467.878788
05000US48059,"Callahan County, Texas",13596,15.11721,899.3721979,43.5,42.5,44.2,40568,1976,690,73200,5075.757576
05000US48061,"Cameron County, Texas",418785,469.9737,891.0817131,31.3,29.4,33.3,34578,1987,653,79900,833.3333333
05000US48063,"Camp County, Texas",12631,64.50142,195.825142,38.8,36.1,41,40045,1984,690,80300,5349.69697
05000US48065,"Carson County, Texas",6027,6.549518,920.2203809,40.4,40.4,40.3,64554,1968,700,99200,5458.181818
